着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,2,キースネリス,牝2,54,三浦皇成,1:09.1,,**,1-1,34.2,4.6,3,472(0),,,,[東]高橋文雅,ディアレストクラブ,700.0
2,1,1,クノイチ,牝2,54,ビュイッ,1:10.7,10,**,2-4,35.5,3.1,2,466(0),,,,[東]古賀慎明,ゴドルフィン,280.0
3,5,6,トーセンワンピース,牝2,54,勝浦正樹,1:10.7,ハナ,**,6-6,35.1,17.3,6,454(0),,,,[東]柴田政人,島川隆哉,180.0
4,8,12,ブルーフェアリー,牝2,54,江田照男,1:10.8,1/2,**,2-2,35.6,29.2,7,432(0),,,,[東]田中剛,ヒダカ・ブリーダーズ・ユニオン,110.0
5,3,3,ヘリオシース,牝2,54,大野拓弥,1:10.9,3/4,**,8-7,35.0,16.4,5,410(0),,,,[東]武藤善則,岡田牧雄,70.0
6,4,5,スコッチフラワー,牝2,54,丸山元気,1:11.0,1/2,**,12-12,34.9,38.4,8,472(0),,,,[東]土田稔,小池依子,
7,6,8,ビクトリアスマイル,牝2,54,田辺裕信,1:11.0,クビ,**,8-7,35.2,13.4,4,402(0),,,,[東]加藤征弘,ＫＲジャパン,
8,8,13,スパイラルチャージ,牡2,55,戸崎圭太,1:11.2,1.1/2,**,6-7,35.5,2.7,1,472(0),,,,[東]田島俊明,レッドマジック,
9,4,4,ブラザーサン,牡2,55,的場勇人,1:11.5,1.3/4,**,13-13,34.4,119.0,11,410(0),,,,[東]高橋義博,海谷幸司,
10,7,10,フェアースカイ,牝2,52,菊沢一樹,1:11.5,ハナ,**,2-3,36.4,166.7,13,446(0),,,,[東]石毛善彦,和田牧場,
11,6,9,ヒロコプリンセス,牝2,51,野中悠太,1:11.9,2.1/2,**,8-11,36.0,115.4,10,390(0),,,,[東]柴田政人,国田正忠,
12,7,11,キタノローズ,牝2,54,西田雄一,1:12.0,1/2,**,5-4,36.5,157.7,12,420(0),,,,[東]天間昭一,北所直人,
13,5,7,ウインサンベリーナ,牝2,51,木幡育也,1:12.4,2.1/2,**,8-10,36.6,65.7,9,400(0),,,,[東]奥平雅士,ウイン,
