着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,5,ハットラブ,牝4,54,柴山雄一,1:11.2,,**,8-7,36.0,43.7,10,480(+28),,,,[東]菊沢隆徳,服部邦繁,"1,050.0"
2,2,4,スビールアスール,牝4,54,田辺裕信,1:11.6,2.1/2,**,1-1,37.2,15.6,7,474(+2),,,,[東]武藤善則,アスール,420.0
3,6,12,マンカストラップ,牡4,56,松岡正海,1:11.7,3/4,**,2-2,37.2,76.0,12,492(+8),,,,[東]伊藤大士,ミルファーム,260.0
4,8,16,ナムラヒューマン,牡6,57,大野拓弥,1:11.8,1/2,**,12-12,36.1,10.7,4,468(-2),,,,[西]浜田多実,奈村信重,160.0
5,1,2,メイプルキング,牡5,57,戸崎圭太,1:11.8,ハナ,**,9-9,36.3,5.1,2,474(+14),,,,[東]高市圭二,節英司,105.0
6,8,15,トロピカルスパート,牝4,54,石橋脩,1:12.0,1.1/2,**,9-10,36.5,6.1,3,498(+22),,,,[東]高橋文雅,日向均,
7,2,3,ツウローゼズ,牝6,55,柴田大知,1:12.1,1/2,**,14-14,36.2,128.2,13,498(0),,,,[東]高橋祥泰,鈴木芳夫,
8,7,13,メイショウカイモン,セ7,57,木幡初広,1:12.1,アタマ,**,5-4,37.3,45.7,11,486(+6),,,,[東]小島太,松本好雄,
9,1,1,ブルームーン,牡6,57,三浦皇成,1:12.1,ハナ,**,12-12,36.3,12.3,5,478(-2),,,,[西]清水久詞,ノースヒルズ,
10,5,10,ララパルーザ,牡5,57,江田照男,1:12.2,1/2,**,9-10,36.7,34.3,9,530(-2),,,,[東]岩戸孝樹,ノルマンディーサラブレッドレーシング,
11,6,11,バーサーカー,牡6,57,武士沢友,1:12.2,ハナ,**,15-16,36.0,171.3,14,502(+12),,,,[東]高市圭二,香川憲次,
12,4,7,シャインヴィットゥ,牡4,53,武藤雅,1:12.4,3/4,**,2-2,37.9,2.2,1,474(0),,,,[東]小野次郎,皆川博文,
13,7,14,エビスリアン,牡5,57,森泰斗,1:12.4,ハナ,**,7-7,37.3,14.2,6,476(-4),,,,[東]加藤征弘,加藤晃央,
14,5,9,ヒカルランナー,牡9,57,岩部純二,1:12.6,1.1/2,**,15-15,36.4,566.3,16,532(0),,,,[東]柄崎孝,安蒜一修,
15,3,6,サウスキング,牡7,54,野中悠太,1:12.8,1.1/2,**,5-4,38.0,237.1,15,490(+10),,,,[東]久保田貴,南波壽,
16,4,8,トップライセンス,牝5,55,内田博幸,1:12.9,1/2,**,2-4,38.4,24.6,8,484(-4),,,,[東]尾関知人,サンデーレーシング,
