着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,10,ミッシングリンク,牝4,51,武藤雅,1:53.5,,**,1-1-1-1,36.3,5.6,3,522(+4),,,,[東]斎藤誠,小田吉男,"1,050.0"
2,4,7,ハイランドピーク,牡4,56,横山和生,1:53.8,1.3/4,**,2-2-2-2,36.5,3.5,2,468(0),,,,[東]土田稔,島川隆哉,420.0
3,4,8,リヴァイアサン,牡4,56,岩田康誠,1:54.1,1.3/4,**,3-3-3-3,36.6,17.2,6,520(+6),,,,[東]相沢郁,星野祐介,260.0
4,5,9,ドリームリヴァール,セ8,57,原田和真,1:54.5,2.1/2,**,5-5-5-5,36.8,62.4,12,460(0),,,,[東]池上昌弘,ライオンレースホース,160.0
5,7,14,ピアシングステア,牡6,57,北村宏司,1:54.6,1/2,**,9-9-8-8,36.6,3.1,1,502(0),,,,[東]牧光二,水上行雄,105.0
6,1,2,パイルーチェ,牝4,51,横山武史,1:54.6,クビ,**,16-16-16-15,35.5,35.6,10,476(+8),,,,[東]鈴木伸尋,西森鶴,
7,6,11,エグジットラック,牡4,56,内田博幸,1:54.7,3/4,**,13-13-11-9,36.4,21.4,7,508(+2),,,,[東]田村康仁,戸賀智子,
8,3,5,マイネルビクトリー,牡5,57,柴田大知,1:54.9,1.1/4,**,15-15-15-15,36.2,10.2,5,510(+12),,,,[東]畠山吉宏,サラブレッドクラブ・ラフィアン,
9,2,4,ハイヴォルテージ,牡6,54,野中悠太,1:55.1,1.1/4,**,5-7-7-7,37.3,290.7,16,458(0),,,,[東]藤原辰雄,ヒダカ・ブリーダーズ・ユニオン,
10,1,1,シャムロック,牡4,56,石橋脩,1:55.1,アタマ,**,14-14-13-9,36.7,32.9,9,500(+4),,,,[東]小笠倫弘,いとはんホールディングス,
11,6,12,プレゼンス,牡4,56,勝浦正樹,1:55.2,クビ,**,8-7-9-9,37.0,82.8,13,502(+12),,,,[東]尾形充弘,社台レースホース,
12,2,3,ディスカバー,牡4,55,木幡初也,1:55.3,3/4,**,9-9-11-13,37.0,98.4,14,482(+12),,,,[東]畠山吉宏,村野康司,
13,8,16,ダイチトゥルース,牡7,57,武士沢友,1:55.4,クビ,**,11-11-9-12,37.2,210.5,15,474(+8),,,,[東]蛯名利弘,荻伏服部牧場,
14,3,6,サトノメサイア,牡6,57,福永祐一,1:55.4,クビ,**,11-11-13-13,37.0,9.7,4,538(+2),,,,[東]堀宣行,サトミホースカンパニー,
15,7,13,ミスパイロ,牝4,54,松岡正海,1:55.7,1.3/4,**,5-5-5-5,38.0,39.3,11,484(0),,,,[東]浅野洋一,村田哲朗,
16,8,15,ストロボスコープ,牡4,56,柴山雄一,1:55.9,1,**,3-3-3-3,38.4,27.8,8,482(+10),,,,[東]藤沢和雄,Ｈ．Ｈ．シェイク・モハメド,
