着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,3,フローレスマジック,牝4,54,ルメール,1:48.9,,**,9-5-5-5,35.2,1.9,1,472(+8),,,,[東]木村哲也,サンデーレーシング,"1,050.0"
2,8,12,ジョンブドール,牝6,55,戸崎圭太,1:49.1,1.1/4,**,3-3-3-2,35.6,4.2,2,448(-2),,,,[東]高橋文雅,サンデーレーシング,420.0
3,4,4,ヤマニンエルフィン,牝7,55,石橋脩,1:49.3,1,**,3-3-3-2,35.8,19.9,7,504(0),,,,[西]松下武士,土井肇,260.0
4,6,8,ブリガアルタ,牝5,52,武藤雅,1:49.3,アタマ,**,5-5-7-7,35.5,24.7,9,436(-4),,,,[東]尾形和幸,サンデーレーシング,160.0
5,8,11,トーホウアイレス,牝4,54,三浦皇成,1:49.3,クビ,**,5-5-5-5,35.6,11.9,4,468(-2),,,,[東]田中清隆,東豊物産,105.0
6,2,2,キューンハイト,牝4,54,津村明秀,1:49.4,1/2,**,11-11-8-7,35.5,22.9,8,418(-2),,,,[東]宗像義忠,サラブレッドクラブ・ラフィアン,
7,1,1,レッドベリンダ,牝6,55,北村宏司,1:49.5,3/4,**,7-9-10-9,35.4,13.4,5,468(-6),,,,[東]古賀慎明,東京ホースレーシング,
8,5,6,アルメリアブルーム,牝4,54,内田博幸,1:49.6,1/2,**,7-9-10-9,35.4,8.1,3,414(-12),,,,[西]高橋康之,サンデーレーシング,
9,5,5,スマートプラネット,牝6,55,田辺裕信,1:49.7,クビ,**,1-1-1-1,36.5,120.1,11,464(-2),,,,[東]和田雄二,田島榮二郎,
10,7,10,ヤマニンバステト,牝7,55,伊藤工真,1:49.7,クビ,**,9-8-8-9,35.7,80.4,10,470(-8),,,,[西]千田輝彦,土井肇,
11,7,9,ダイワドレッサー,牝5,55,柴田大知,1:49.8,クビ,**,2-2-2-2,36.4,14.5,6,472(+6),,,,[東]鹿戸雄一,大城敬三,
12,6,7,ココロノキャンバス,牝5,55,岩部純二,1:50.4,3.1/2,**,12-12-12-12,36.0,351.4,12,406(+4),,,,[東]石毛善彦,田頭勇貴,
