着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,2,トウカイパシオン,牝3,54,江田照男,1:13.0,,**,1-1,39.0,7.6,4,440(0),,,,[東]菊川正達,内村正則,600.0
2,6,11,プリームムロジンカ,牝3,54,勝浦正樹,1:13.8,5,**,4-4,39.0,26.5,8,456(0),,,,[東]高橋裕,ディアレストクラブ,240.0
3,2,3,アスールダリア,牝3,54,北村宏司,1:14.2,2.1/2,**,8-7,38.4,7.2,3,430(0),,,,[西]西村真幸,安原浩司,150.0
4,7,14,ヒザクリゲ,牝3,54,戸崎圭太,1:14.2,ハナ,**,9-9,38.3,4.5,2,430(0),,,,[西]牧浦充徳,手嶋康雄,90.0
5,5,10,トモジャオール,牝3,54,石橋脩,1:14.3,3/4,**,2-2,40.2,12.0,7,462(0),,,,[東]鈴木伸尋,吉冨学,60.0
6,4,8,エルフィ,牝3,54,丸田恭介,1:14.6,1.3/4,**,7-7,39.0,10.2,5,436(0),,,,[東]宗像義忠,本間充,
7,7,13,セレナライティア,牝3,54,大野拓弥,1:14.6,クビ,**,3-2,40.3,2.6,1,444(0),,,,[東]新開幸一,島川利子,
8,8,15,サクラノハナビラ,牝3,54,岩部純二,1:14.8,1.1/4,**,9-11,38.8,69.1,10,442(0),,,,[東]浅野洋一,田頭勇貴,
9,5,9,オモイデイロイロ,牝3,54,西田雄一,1:14.9,クビ,**,12-13,38.6,171.6,14,482(0),,,,[東]蛯名利弘,西村新一郎,
10,8,16,ドナプリモ,牝3,54,的場勇人,1:14.9,クビ,**,15-14,38.0,36.2,9,464(0),,,,[東]高木登,山田貢一,
11,6,12,リグーリア,牝3,54,松岡正海,1:15.3,2.1/2,**,5-5,40.2,11.3,6,454(0),,,,[東]竹内正洋,日進牧場,
12,2,4,コウキバイオ,牝3,54,嶋田純次,1:15.5,1.1/4,**,9-10,39.6,165.7,13,430(0),,,,[東]松山将樹,バイオ,
13,3,5,サンノーマン,牝3,54,村田一誠,1:15.5,クビ,**,14-14,38.9,214.8,16,418(0),,,,[東]高橋義博,加藤ステーブル,
14,4,7,アリソ,牝3,54,横山和生,1:16.4,5,**,12-11,40.2,93.2,11,408(0),,,,[東]水野貴広,ヒダカファーム,
15,3,6,グリッシーニ,牝3,54,嘉藤貴行,1:16.8,2.1/2,**,6-5,41.5,206.3,15,424(0),,,,[東]天間昭一,ＢｉｊｏｕＲａｃｉｎｇ,
16,1,1,ホワイトブレンド,牝3,54,木幡初広,1:17.9,7,**,16-16,39.8,138.5,12,456(0),,,,[東]杉浦宏昭,堀口晴男,
