着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,4,4,ジョワユーズ,牝3,54,津村明秀,1:58.7,,**,8-8-6-6,39.4,7.8,5,466(0),,,,[東]相沢郁,田中準市,600.0
2,6,6,ヴィジリア,牡3,56,大野拓弥,1:59.3,3.1/2,**,5-7-9-8,39.2,7.5,4,438(0),,,,[東]田村康仁,Ｇ１レーシング,240.0
3,5,5,セントーサ,牡3,56,北村宏司,1:59.5,1.1/4,**,5-5-8-8,39.6,23.1,8,478(0),,,,[東]池上昌和,保坂和孝,150.0
4,7,7,キーサンダー,牡3,56,内田博幸,1:59.7,1,**,2-2-2-2,41.0,2.8,1,484(0),,,,[東]黒岩陽一,北前孔一郎,90.0
5,8,9,トラストアゲン,牡3,56,田辺裕信,1:59.8,1/2,**,9-9-7-6,40.4,12.9,7,520(0),,,,[東]加藤和宏,浅川皓司,60.0
6,2,2,ドゥエンデ,牡3,56,田中勝春,2:00.0,1.1/2,**,4-4-3-4,41.1,5.4,3,502(0),,,,[東]奥村武,小林由明,
7,3,3,フジサンデルタ,牡3,56,三浦皇成,2:00.1,クビ,**,5-5-3-3,41.2,4.7,2,500(0),,,,[東]武市康男,藤田秀行,
8,8,10,ドヒョウギワ,牝3,51,武藤雅,2:00.3,1.1/4,**,3-3-3-4,41.4,37.6,9,508(0),,,,[東]中野栄治,芳賀克也,
9,1,1,カネトシキントキ,牡3,56,宮崎北斗,2:00.4,1/2,**,1-1-1-1,41.8,10.1,6,484(0),,,,[東]伊藤伸一,兼松昌男,
取,7,8,バトルフガクオウ,牡3,56,田辺裕信,,,**,,,---,,計不,,,,[東]尾形和幸,宮川秋信,
