着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,9,アドマイヤシナイ,牡4,56,田辺裕信,1:36.1,,**,3-3-3,34.9,3.7,2,464(+2),,,,[東]上原博之,近藤利一,750.0
2,6,12,バトルスピリッツ,牡4,56,柴山雄一,1:36.2,3/4,**,8-8-5,34.5,3.6,1,524(+10),,,,[東]藤沢和雄,山本英俊,300.0
3,3,5,レッドルチア,牝4,54,田中勝春,1:36.2,ハナ,**,2-2-2,35.2,21.6,9,414(+16),,,,[東]鹿戸雄一,東京ホースレーシング,190.0
4,1,2,フローラデマリポサ,牝4,53,石橋脩,1:36.4,1.1/4,**,5-3-3,35.2,4.6,3,468(0),,,,[東]堀宣行,吉田和美,110.0
5,3,6,オーダードリブン,牡5,57,勝浦正樹,1:36.4,クビ,**,11-14-12,34.2,12.4,4,458(+2),,,,[東]加藤征弘,社台レースホース,75.0
6,2,4,ロジブリランテ,牡4,56,大野拓弥,1:36.5,クビ,**,8-5-8,35.1,14.1,6,548(0),,,,[東]国枝栄,久米田正明,
7,8,16,ナンヨーウラヌス,牡4,56,柴田善臣,1:36.5,クビ,**,1-1-1,35.7,88.6,13,442(-20),,,,[東]杉浦宏昭,中村徳也,
8,4,7,ディーグランデ,牡4,56,蛯名正義,1:36.6,クビ,**,11-12-9,34.6,14.3,7,472(+2),,,,[東]二ノ宮敬,嶋田賢,
9,1,1,コマノレジーナ,牝4,54,吉田隼人,1:36.6,クビ,**,11-8-12,34.9,105.4,14,418(-10),,,,[東]菊川正達,長谷川芳信,
10,2,3,クールジョーカー,牡7,54,横山武史,1:36.8,1,**,15-12-12,34.8,209.3,16,460(+12),,,,[東]松永康利,小林竜太郎,
11,7,13,トルセドール,牡7,57,北村宏司,1:36.9,1/2,**,6-8-9,35.2,37.7,10,482(+2),,,,[東]高柳瑞樹,窪田芳郎,
12,5,10,ショコラーチ,牝5,55,津村明秀,1:36.9,ハナ,**,8-8-9,35.2,51.7,11,474(+12),,,,[東]相沢郁,高瀬真尚,
13,4,8,チリーシルバー,牝4,54,三浦皇成,1:37.0,クビ,**,6-5-5,35.6,13.0,5,486(-2),,,,[東]萩原清,吉田和美,
14,8,15,ステイウィズアンナ,牝4,54,江田照男,1:37.3,2,**,3-5-5,35.9,125.5,15,388(-2),,,,[東]大江原哲,吉田千津,
15,7,14,ワンショットキラー,牡5,57,横山典弘,1:37.7,2.1/2,**,11-16-15,35.0,16.6,8,490(0),,,,[東]新開幸一,外池榮一郎,
16,6,11,メドゥシアナ,牝4,51,藤田菜七,1:38.7,6,**,16-15-15,36.3,75.6,12,480(+5),,,,[東]根本康広,熊谷貴之,
