着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,12,フォーマイセルフ,牡3,56,武士沢友,1:55.5,,**,1-1-1-1,38.4,1.3,1,458(-4),,,,[東]小桧山悟,アドバンス・サッポロ,500.0
2,3,5,カガスター,牡3,56,田中勝春,1:56.8,8,**,3-3-2-2,39.4,7.1,3,448(+2),,,,[東]高市圭二,香川憲次,200.0
3,5,10,タイセイカレッジ,牡3,56,大野拓弥,1:58.1,8,**,12-13-12-11,39.6,83.4,9,438(-2),,,,[東]奥村武,田中成奉,130.0
4,7,14,ネコマヒカ,牡3,56,江田照男,1:58.3,1,**,10-10-6-6,40.4,64.1,7,524(+2),,,,[東]星野忍,桐谷茂,75.0
5,4,8,ブラックソーン,牡3,55,木幡初也,1:58.7,2.1/2,**,2-2-2-3,41.4,205.0,13,458(-6),,,,[東]松山将樹,下河邉行信,50.0
6,8,16,サトノプレスト,牡3,56,北村宏司,1:58.8,3/4,**,14-14-16-15,39.7,43.2,6,474(-6),,,,[東]池上昌和,サトミホースカンパニー,
7,8,15,マイネルリノセロス,牡3,56,柴田大知,1:58.9,クビ,**,8-7-6-8,41.0,71.0,8,460(0),,,,[東]伊藤圭三,サラブレッドクラブ・ラフィアン,
8,1,2,モンサルヴァート,牡3,56,柴山雄一,1:59.5,3.1/2,**,11-11-4-4,41.9,17.9,4,454(0),,,,[東]高橋祥泰,サンデーレーシング,
9,2,4,ハタノディアマンテ,牝3,51,野中悠太,1:59.8,1.3/4,**,15-15-15-15,40.9,232.0,16,540(0),,,,[東]伊藤大士,グッドラック・ファーム,
10,1,1,デルマキール,牝3,54,三浦皇成,2:00.2,2.1/2,**,8-9-10-8,42.0,224.9,15,482(-4),,,,[東]天間昭一,浅沼廣幸,
11,4,7,サクラトップタイム,牡3,56,丸田恭介,2:00.5,1.3/4,**,12-12-12-12,41.9,170.5,12,484(0),,,,[東]二ノ宮敬,トップフェロウ,
12,2,3,ユメノイタダキ,牡3,56,森泰斗,2:01.0,3,**,5-5-6-4,43.1,4.8,2,520(-4),,,,[東]戸田博文,いとはんホールディングス,
13,3,6,アルファルミナス,牝3,54,田辺裕信,2:01.1,1/2,**,7-7-10-12,42.9,41.0,5,444(-2),,,,[東]小西一男,貴悦,
14,5,9,マインクイーン,牝3,54,二本柳壮,2:01.4,1.3/4,**,5-5-6-8,43.5,222.1,14,408(-6),,,,[東]萱野浩二,峰哲馬,
15,6,11,トーセンバーディー,牡3,56,横山和生,2:01.5,3/4,**,15-15-12-14,42.9,118.3,11,498(+4),,,,[東]菊沢隆徳,島川隆哉,
16,7,13,ロマンレガシ,牡3,56,柴田善臣,2:02.4,5,**,3-3-4-6,44.7,97.9,10,468(0),,,,[東]田中剛,菅實,
