着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,5,ポップアップスター,牡4,56,田辺裕信,1:54.5,,**,14-14-12-8,38.3,3.5,1,530(+2),,,,[東]金成貴史,社台レースホース,750.0
2,2,4,キングドラゴン,セ5,57,蛯名正義,1:54.6,1/2,**,11-11-8-5,38.7,15.0,5,542(+2),,,,[東]藤沢和雄,窪田芳郎,300.0
3,6,12,コットンボウル,牡4,56,大野拓弥,1:54.7,3/4,**,4-4-4-2,39.4,16.8,6,482(+8),,,,[東]高木登,サンデーレーシング,190.0
4,7,13,スピアザゴールド,セ5,54,武藤雅,1:54.8,3/4,**,10-10-8-8,39.0,18.1,7,498(+10),,,,[東]久保田貴,キャロットファーム,110.0
5,5,10,マイネルツァイト,牡4,56,柴田大知,1:55.0,1,**,4-4-6-5,39.6,5.1,3,500(-4),,,,[東]大和田成,サラブレッドクラブ・ラフィアン,75.0
6,4,7,バリンジャー,牡4,56,北村宏司,1:55.2,1.1/2,**,13-13-12-12,39.0,59.4,11,448(+4),,,,[東]奥村武,金子真人ホールディングス,
7,8,16,リアリスト,牡5,57,内田博幸,1:55.5,2,**,6-6-7-8,39.9,3.8,2,496(+4),,,,[東]相沢郁,吉澤克己,
8,1,2,リーダーズ,牡6,57,村田一誠,1:55.9,2.1/2,**,8-8-11-12,39.8,97.7,14,502(-4),,,,[東]藤原辰雄,平井裕,
9,1,1,シンコーマーチャン,牡4,56,石橋脩,1:55.9,ハナ,**,1-1-1-1,40.9,6.2,4,486(0),,,,[東]土田稔,豊原正嗣,
10,7,14,フラワープレミア,牡4,56,三浦皇成,1:56.2,1.3/4,**,8-8-8-11,40.3,31.6,10,480(-6),,,,[東]池上昌和,花村誠,
11,5,9,ヒロノワカムシャ,セ4,56,西田雄一,1:56.6,2,**,11-11-14-14,40.0,279.5,15,474(+4),,,,[東]柴田政人,小野博郷,
12,8,15,ギンザマトリックス,牡5,57,勝浦正樹,1:56.7,3/4,**,6-6-4-2,41.4,31.0,9,456(+8),,,,[東]水野貴広,有馬博文,
13,2,3,パルナッソス,セ4,56,戸崎圭太,1:56.8,3/4,**,14-15-15-15,39.9,19.1,8,492(+10),,,,[東]高橋文雅,キャロットファーム,
14,6,11,ダンガンコゾウ,牡6,57,嘉藤貴行,1:56.9,1/2,**,16-15-15-15,40.0,306.1,16,524(+6),,,,[東]高橋義博,海谷幸司,
15,3,6,ワイルドソング,牡4,56,柴田善臣,1:58.6,大,**,2-2-2-5,43.5,72.2,12,536(-6),,,,[東]古賀史生,西村專次,
16,4,8,トワードポラリス,セ4,56,森泰斗,1:58.8,3/4,**,3-3-2-2,43.6,77.2,13,458(-2),,,,[東]加藤征弘,吉田照哉,
