着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,8,サトノスティング,牡7,57,横山典弘,1:49.5,,**,7-6-5-5,34.4,42.8,9,468(+8),,,,[東]的場均,サトミホースカンパニー,"1,844.5"
2,4,4,ウイングチップ,セ6,57,丸田恭介,1:49.6,3/4,**,5-5-10-10,34.1,11.1,5,502(+2),,,,[東]宗像義忠,社台レースホース,737.0
3,8,10,カレンリスベット,牝7,55,蛯名正義,1:49.7,クビ,**,7-8-8-9,34.3,26.6,8,506(+6),,,,[東]国枝栄,鈴木隆司,463.5
4,7,7,キャプテンペリー,セ5,57,大野拓弥,1:49.7,ハナ,**,6-6-2-2,34.8,10.8,4,500(+4),,,,[東]岩戸孝樹,千明牧場,270.0
5,3,3,コスモナインボール,牡6,57,柴田大知,1:49.7,クビ,**,9-9-1-1,35.0,21.3,7,494(+2),,,,[東]和田雄二,ビッグレッドファーム,182.0
6,2,2,バルデス,牡4,56,戸崎圭太,1:49.7,アタマ,**,9-9-8-6,34.3,1.8,1,514(+10),,,,[東]木村哲也,キャロットファーム,
7,8,9,ブラックスビーチ,牝4,54,北村宏司,1:49.7,アタマ,**,2-2-2-2,34.9,5.9,2,452(0),,,,[西]角居勝彦,山本英俊,
8,1,1,ウインファビラス,牝5,55,松岡正海,1:49.9,1.1/4,**,2-3-7-8,34.6,14.6,6,480(-6),,,,[東]畠山吉宏,ウイン,
9,5,5,クラウンディバイダ,牡5,57,石橋脩,1:49.9,クビ,**,1-1-4-4,34.9,6.0,3,478(+6),,,,[東]斎藤誠,クラウン,
10,6,6,タブレットピーシー,牡7,57,田中勝春,1:50.7,5,**,4-3-5-6,35.6,61.0,10,496(+6),,,,[東]宗像義忠,薗部博之,
