着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,5,ダウンザライン,牡4,56,柴山雄一,2:36.6,,**,13-13-6-7,39.2,13.3,5,482(+6),,,,[東]尾形充弘,Ｂａｓｉｃ,750.0
2,4,7,サイドチェンジ,牡4,56,勝浦正樹,2:36.7,1/2,**,1-1-1-1,40.6,1.8,1,504(0),,,,[東]池上昌弘,大塚亮一,300.0
3,5,10,イルフォーコン,牡5,57,柴田善臣,2:36.9,1.1/2,**,6-6-6-4,39.6,4.6,2,464(+2),,,,[東]武市康男,Ｈ．ＦＡｓｓｏｃｉａｔｉｏｎ,190.0
4,4,8,フォースリッチ,牡5,57,田中勝春,2:37.5,3.1/2,**,3-3-3-2,40.6,113.9,14,474(-6),,,,[東]加藤征弘,宇田豊,110.0
5,2,4,エンパイアカラー,セ4,56,村田一誠,2:37.5,ハナ,**,6-6-4-4,40.4,23.7,9,510(+4),,,,[東]藤原辰雄,吉澤克己,75.0
6,6,11,デルマキミコイシ,牡4,56,長岡禎仁,2:37.8,1.3/4,**,11-11-10-10,40.0,79.9,13,500(-2),,,,[東]堀井雅広,浅沼廣幸,
7,3,6,サトノギャラクシー,牡6,57,内田博幸,2:38.0,1.1/4,**,8-8-8-8,40.4,23.5,8,552(0),,,,[東]古賀慎明,サトミホースカンパニー,
8,5,9,ロージズバード,牡4,56,木幡初広,2:38.1,1/2,**,5-4-4-4,41.0,12.8,4,512(-2),,,,[東]牧光二,鈴木芳夫,
9,1,1,トーホウデサント,牡5,57,吉田隼人,2:38.2,1/2,**,15-15-14-14,39.7,46.8,10,498(+2),,,,[東]田中清隆,東豊物産,
10,6,12,ブラックドーン,牡4,56,津村明秀,2:38.3,1/2,**,2-2-2-2,41.9,66.5,11,534(+12),,,,[東]黒岩陽一,吉田勝己,
11,2,3,オーパ,セ5,57,西田雄一,2:38.3,ハナ,**,16-16-16-15,39.5,17.4,6,504(-2),,,,[東]手塚貴久,馬場幸夫,
12,7,13,ラインセイラ,牝5,55,武士沢友,2:38.3,クビ,**,13-13-12-12,40.3,78.1,12,474(+2),,,,[東]水野貴広,大澤繁昌,
13,8,16,オケアノス,牡6,57,大野拓弥,2:38.8,3,**,8-8-8-8,41.2,21.2,7,532(+4),,,,[東]南田美知,清水敏,
14,7,14,ディライトラッシュ,牡4,56,北村宏司,2:39.2,2.1/2,**,12-12-12-13,41.1,12.1,3,498(-2),,,,[東]堀井雅広,ノルマンディーサラブレッドレーシング,
15,1,2,ニシノオラクル,牡4,53,野中悠太,2:40.5,8,**,8-8-10-11,42.7,174.6,15,454(+12),,,,[東]小桧山悟,西山茂行,
16,8,15,プレツィオーゼ,セ6,57,江田照男,2:42.6,大,**,3-4-15-16,44.0,235.3,16,438(-2),,,,[東]武藤善則,高橋貴士,
