着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,12,クレッシェンドラヴ,牡4,56,内田博幸,2:14.9,,**,9-8-8-8,34.3,3.3,2,492(0),,,,[東]二ノ宮敬,広尾レース,750.0
2,4,7,プレイヤーサムソン,牡5,57,蛯名正義,2:14.9,クビ,**,11-10-11-9,34.1,15.7,6,474(-2),,,,[東]大和田成,嶋田賢,300.0
3,8,15,サトノキングダム,牡5,57,戸崎圭太,2:15.0,1/2,**,7-7-7-6,34.7,2.7,1,470(0),,,,[東]国枝栄,サトミホースカンパニー,190.0
4,2,4,マイネルクラフト,牡5,57,丹内祐次,2:15.1,1/2,**,6-5-3-4,35.6,13.2,4,488(-2),,,,[東]岩戸孝樹,サラブレッドクラブ・ラフィアン,110.0
5,6,11,カマクラ,牝5,55,横山典弘,2:15.7,3.1/2,**,8-8-8-9,35.1,17.1,7,450(-4),,,,[東]戸田博文,市川義美ホールディングス,75.0
6,2,3,フォーワンタイキ,牡6,57,田辺裕信,2:15.7,ハナ,**,3-3-3-2,36.2,67.8,12,454(-4),,,,[東]石毛善彦,川島与市,
7,5,10,ウインドオブホープ,セ5,57,三浦皇成,2:15.8,1/2,**,5-5-6-6,35.7,290.1,16,540(+6),,,,[東]鹿戸雄一,木村牧場,
8,7,13,ハートオブスワロー,牝4,54,勝浦正樹,2:15.9,1/2,**,13-13-13-12,34.9,90.3,13,432(0),,,,[東]粕谷昌央,ターフ・スポート,
9,1,1,キャニオンロード,セ5,57,吉田隼人,2:15.9,クビ,**,4-4-5-5,36.1,60.3,11,484(+16),,,,[東]古賀慎明,サンデーレーシング,
10,3,6,ブルースカイハーツ,牡4,53,武藤雅,2:16.0,1/2,**,11-10-11-12,35.1,14.8,5,452(+14),,,,[東]手塚貴久,ヒダカ・ブリーダーズ・ユニオン,
11,1,2,ウォーブル,牝4,54,柴田大知,2:16.1,1/2,**,2-2-2-2,36.8,6.1,3,472(-8),,,,[東]伊藤大士,ビッグレッドファーム,
12,3,5,サッチン,牝4,51,野中悠太,2:16.2,3/4,**,14-16-14-14,35.0,201.7,15,438(+8),,,,[東]古賀慎明,由井健太郎,
13,7,14,サーベラージュ,牡4,56,石橋脩,2:16.3,クビ,**,1-1-1-1,37.9,26.0,9,484(+8),,,,[東]堀宣行,Ｇ１レーシング,
14,5,9,マヤノピナクル,牡5,57,北村宏司,2:16.5,1.1/4,**,14-13-14-14,35.4,23.2,8,458(+2),,,,[東]牧光二,田所英子,
15,8,16,バレエダンサー,牝5,55,黛弘人,2:16.5,ハナ,**,10-10-8-11,35.8,59.3,10,452(-4),,,,[東]尾関知人,前迫義幸,
16,4,8,パルナッソス,セ4,56,江田照男,2:17.1,4,**,14-15-14-14,35.9,102.3,14,496(+4),,,,[東]高橋文雅,キャロットファーム,
