着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,1,ヤマタケパンチ,牡3,56,岩部純二,1:59.8,,**,10-10-8-8,38.9,22.8,7,488(0),,,,[東]萱野浩二,山中和子,500.0
2,8,12,レジスタ,牡3,56,蛯名正義,1:59.8,アタマ,**,2-2-2-2,39.5,43.5,9,494(+4),,,,[東]小島太,村野康司,200.0
3,7,9,トラストアゲン,牡3,53,野中悠太,1:59.9,1/2,**,4-4-4-4,39.4,31.9,8,516(-4),,,,[東]加藤和宏,浅川皓司,130.0
4,5,6,キャプチュード,牡3,53,武藤雅,2:00.0,1/2,**,4-5-5-4,39.4,3.1,2,464(+6),,,,[東]和田正一,ローレルレーシング,75.0
5,6,7,スプレンダドシング,セ3,56,北村宏司,2:00.0,ハナ,**,7-7-3-2,39.6,2.6,1,478(-2),,,,[東]大竹正博,山科統,50.0
6,2,2,オーフルテソーロ,牡3,56,田辺裕信,2:00.4,2.1/2,**,12-12-5-7,39.7,10.3,5,532(+24),,,,[東]斎藤誠,了徳寺健二,
7,5,5,キーサンダー,牡3,56,内田博幸,2:00.6,1.1/4,**,1-1-1-1,40.3,9.4,4,484(0),,,,[東]黒岩陽一,北前孔一郎,
8,4,4,インサイドアウト,牡3,56,宮崎北斗,2:00.7,1/2,**,4-5-8-10,39.7,59.0,11,458(+2),,,,[東]松山将樹,山口裕介,
9,8,11,ケンタッキーグラス,牡3,56,大野拓弥,2:00.8,3/4,**,11-11-11-11,39.6,6.4,3,502(0),,,,[東]勢司和浩,Ｓｈａｄｏｗ,
10,3,3,ミヤコベストタイム,牡3,56,田中勝春,2:01.0,1,**,7-8-8-9,40.1,18.4,6,478(-6),,,,[東]小野次郎,吉田喜代司,
11,6,8,ハーモトーム,牡3,56,勝浦正樹,2:01.1,1/2,**,2-3-5-4,40.4,51.2,10,486(+2),,,,[東]小笠倫弘,ディアレストクラブ,
12,7,10,カシノソルジャー,牡3,56,二本柳壮,2:03.2,大,**,9-9-12-12,41.8,289.4,12,488(-6),,,,[東]二本柳俊,柏木務,
