着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,9,ダイワギャバン,牡3,56,田辺裕信,2:04.6,,**,10-10-7-6,35.6,2.7,1,476(0),,,,[東]菊沢隆徳,大城敬三,600.0
2,6,12,スマートモノリス,牡3,56,福永祐一,2:04.7,1/2,**,2-2-2-2,36.3,3.1,2,470(0),,,,[西]角居勝彦,大川徹,240.0
3,5,10,モートゥス,牡3,56,柴田大知,2:04.8,3/4,**,3-3-3-3,36.2,14.0,6,500(0),,,,[西]矢作芳人,吉田勝己,150.0
4,3,5,リノワールド,牝3,54,丸山元気,2:05.1,1.3/4,**,4-4-4-4,36.4,7.9,3,418(0),,,,[東]手塚貴久,星野壽市,90.0
5,8,16,ハービーボンズ,牡3,56,吉田隼人,2:05.1,ハナ,**,11-11-14-9,35.5,26.8,7,426(0),,,,[東]中川公成,多田賢司,60.0
6,1,1,ドリームセオリー,牡3,56,柴田善臣,2:05.4,1.3/4,**,11-11-11-9,36.1,11.9,4,464(0),,,,[東]尾関知人,Ｈ．Ｈ．シェイク・モハメド,
7,7,13,ヒシヴィクトリー,牡3,55,木幡巧也,2:05.4,アタマ,**,15-13-11-14,36.0,39.1,11,482(0),,,,[東]牧光二,阿部雅英,
8,2,4,ショウナンガレオン,牡3,56,丸田恭介,2:05.4,クビ,**,9-9-11-12,36.1,32.2,8,504(0),,,,[東]大竹正博,国本哲秀,
9,4,8,シアトルトウショウ,牝3,54,岩部純二,2:05.4,ハナ,**,1-1-1-1,37.1,58.4,13,468(0),,,,[東]萱野浩二,トウショウ産業,
10,6,11,ピュアココロ,牝3,53,木幡初也,2:05.4,アタマ,**,4-4-6-6,36.5,164.0,15,454(0),,,,[東]青木孝文,鶴見芳子,
11,3,6,アイサンクダディー,牝3,54,勝浦正樹,2:05.6,1.1/4,**,7-7-8-8,36.5,97.5,14,422(0),,,,[東]伊藤大士,大塚亮一,
12,7,14,スターヴォヤージ,牝3,54,石橋脩,2:05.7,クビ,**,13-13-4-4,37.0,35.0,10,430(0),,,,[東]斎藤誠,シルクレーシング,
13,8,15,キタノテイオウ,牡3,56,大野拓弥,2:06.5,5,**,7-7-10-13,37.3,32.9,9,466(0),,,,[東]高木登,了徳寺健二,
14,1,2,ショウナンマジー,牝3,51,野中悠太,2:06.9,2.1/2,**,4-4-8-9,37.8,169.7,16,442(0),,,,[東]国枝栄,国本哲秀,
15,4,7,レジスタ,牡3,56,蛯名正義,2:10.2,大,**,13-13-15-15,39.7,51.5,12,490(0),,,,[東]小島太,村野康司,
16,2,3,トーセンエクラ,牡3,56,松岡正海,2:10.8,3.1/2,**,16-16-16-16,39.8,13.5,5,474(0),,,,[東]畠山吉宏,島川隆哉,
