着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,6,セダブリランテス,牡4,55,戸崎圭太,1:59.8,,**,2-2-3-3,35.0,2.5,1,522(+8),,,,[東]手塚貴久,シルクレーシング,"4,159.5"
2,1,1,ウインブライト,牡4,56,松岡正海,1:59.8,クビ,**,3-3-4-3,34.8,4.9,2,480(+10),,,,[東]畠山吉宏,ウイン,"1,617.0"
3,6,11,ストレンジクォーク,牡6,54,柴山雄一,1:59.9,クビ,**,11-11-11-10,34.5,36.3,10,504(+4),,,,[東]小島太,キャロットファーム,"1,008.5"
4,4,7,ブラックバゴ,牡6,56,岩田康誠,1:59.9,クビ,**,16-16-17-17,33.8,9.3,4,530(+14),,,,[東]斎藤誠,シルクレーシング,620.0
5,5,9,ダイワキャグニー,牡4,56,横山典弘,2:00.1,1,**,7-7-10-10,34.8,4.9,3,498(+4),,,,[東]菊沢隆徳,大城敬三,410.0
6,2,3,トーセンマタコイヤ,牡7,54,内田博幸,2:00.1,ハナ,**,1-1-2-2,35.5,33.2,9,486(+6),,,,[東]加藤征弘,島川隆哉,
7,3,5,デニムアンドルビー,牝8,54,川田将雅,2:00.1,クビ,**,17-17-13-10,34.5,17.3,6,452(-4),,,,[西]角居勝彦,金子真人ホールディングス,
8,8,16,ケントオー,牡6,56,勝浦正樹,2:00.1,クビ,**,12-11-11-14,34.6,114.5,14,464(-4),,,,[西]西橋豊治,田畑富子,
9,8,15,ショウナンマルシェ,セ7,53,三浦皇成,2:00.2,クビ,**,6-5-8-9,35.0,133.2,15,480(+2),,,,[東]二ノ宮敬,国本哲秀,
10,8,17,カデナ,牡4,56,福永祐一,2:00.3,3/4,**,13-13-13-10,34.7,15.7,5,468(+2),,,,[西]中竹和也,前田幸治,
11,7,14,マイネルミラノ,牡8,57,柴田大知,2:00.4,クビ,**,9-7-1-1,35.9,51.2,12,500(+12),,,,[東]相沢郁,サラブレッドクラブ・ラフィアン,
12,2,4,アウトライアーズ,牡4,54,蛯名正義,2:00.4,ハナ,**,15-15-16-14,34.6,20.8,7,506(+2),,,,[東]小島茂之,丸山担,
13,5,10,タイセイサミット,牡5,56,北村宏司,2:00.4,ハナ,**,5-5-7-5,35.3,55.6,13,496(-10),,,,[西]矢作芳人,田中成奉,
14,1,2,レアリスタ,牡6,55,石橋脩,2:00.6,1.1/2,**,7-7-8-5,35.4,26.6,8,484(0),,,,[東]堀宣行,キャロットファーム,
15,6,12,フェルメッツァ,牡7,55,田辺裕信,2:00.7,3/4,**,3-3-4-5,35.8,43.5,11,468(-4),,,,[西]松永幹夫,キャロットファーム,
16,4,8,パリカラノテガミ,牡7,52,田中勝春,2:01.1,2.1/2,**,13-13-13-14,35.5,225.9,17,454(0),,,,[東]清水英克,嶋田賢,
17,7,13,ジョルジュサンク,牡5,54,吉田隼人,2:02.0,5,**,9-10-4-5,37.0,197.1,16,530(+4),,,,[西]鮫島一歩,ＣＨＥＶＡＬＡＴＴＡＣＨＥ,
