着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,9,パリンジェネシス,牡5,55,川田将雅,2:35.7,,**,1-1-1-1,34.4,4.2,3,518(-6),,,,[西]清水久詞,キャロットファーム,"1,847.3"
2,5,5,タイセイトレイル,牡4,54,岩田康誠,2:36.0,2,**,2-2-2-2,34.6,9.7,5,488(+4),,,,[西]矢作芳人,田中成奉,737.8
3,5,6,ゴールドギア,牡4,55,三浦皇成,2:36.1,1/2,**,10-9-7-4,34.2,12.3,6,478(-4),,,,[東]伊藤圭三,有馬博文,463.9
4,3,3,ヴァントシルム,牡5,55,田辺裕信,2:36.2,クビ,**,5-5-5-5,34.6,4.0,2,484(+6),,,,[西]須貝尚介,キャロットファーム,270.0
5,6,8,フェイズベロシティ,牝6,53,ミナリク,2:36.4,1.1/2,**,10-11-10-7,34.3,6.6,4,458(-6),,,,[東]萩原清,池谷誠一,182.0
6,4,4,ロサグラウカ,牝4,54,石橋脩,2:36.5,クビ,**,3-3-3-2,35.0,3.9,1,442(-8),,,,[東]尾関知人,サンデーレーシング,
7,2,2,ララエクラテール,牡7,54,戸崎圭太,2:36.5,ハナ,**,6-6-7-5,34.7,15.0,7,434(-2),,,,[西]今野貞一,フジイ興産,
8,7,10,マイネルクラース,牡5,56,内田博幸,2:36.7,1.1/2,**,8-6-6-7,35.0,21.8,8,464(+2),,,,[東]高木登,サラブレッドクラブ・ラフィアン,
9,8,11,コウキチョウサン,牡6,54,松岡正海,2:36.9,1.1/4,**,8-6-7-10,35.0,23.9,9,468(0),,,,[東]和田正一,チョウサン,
10,1,1,ウインブルーローズ,牡7,51,木幡初也,2:37.1,1.1/4,**,7-9-10-10,35.0,107.6,11,500(0),,,,[東]高橋祥泰,ウイン,
11,6,7,スモークフリー,牡7,54,吉田豊,2:37.6,3,**,12-12-12-12,35.3,109.3,12,532(-2),,,,[東]戸田博文,社台レースホース,
12,8,12,トレジャーマップ,牡8,51,柴田大知,2:37.7,クビ,**,3-3-3-7,36.2,107.2,10,474(+30),,,,[東]石栗龍彦,小林英一ホールディングス,
