着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,16,ミラクルヒッター,牡4,56,田中勝春,2:37.2,,**,14-14-13-13,38.3,35.7,8,500(+2),,,,[東]菊川正達,丸岡啓一,750.0
2,1,2,サミットプッシュ,牡4,56,Ｍ．デム,2:37.6,2.1/2,**,9-9-3-3,39.7,3.1,2,474(-2),,,,[東]和田雄二,キャロットファーム,300.0
3,8,15,ビジョッテ,牝5,55,田辺裕信,2:37.8,1.1/4,**,8-7-6-6,39.6,17.8,6,508(0),,,,[東]小笠倫弘,古川智洋,190.0
4,7,13,ジャカンドジョー,牡5,57,ミナリク,2:37.8,ハナ,**,15-14-3-4,39.9,10.8,4,474(0),,,,[東]田中剛,井上一郎,110.0
5,3,5,ゲームチェンジャー,牡4,55,木幡巧也,2:37.9,3/4,**,6-5-9-9,39.6,54.0,10,512(-6),,,,[東]小西一男,明栄商事,75.0
6,6,11,アークカンパネラ,牡4,56,戸崎圭太,2:37.9,クビ,**,5-5-6-6,39.7,14.6,5,496(-2),,,,[東]矢野英一,酒井喜生,
7,6,12,リセンティート,牡5,54,菅原明良,2:38.0,クビ,**,9-9-11-9,39.4,53.4,9,506(-4),,,,[東]尾形和幸,米津佳昭,
8,4,7,ギガバッケン,牡4,56,大野拓弥,2:38.0,アタマ,**,3-3-3-4,40.1,5.2,3,566(+8),,,,[東]中川公成,ノルマンディーサラブレッドレーシング,
9,7,14,ハイチーズ,牡4,56,柴田善臣,2:38.3,2,**,1-1-1-2,40.7,125.6,13,506(+4),,,,[東]小島茂之,ローレルレーシング,
10,3,6,オノリシャス,牝5,55,三浦皇成,2:38.4,1/2,**,2-2-2-1,40.7,76.4,12,474(-6),,,,[東]国枝栄,金子真人ホールディングス,
11,2,3,トモジャタイクーン,牡4,56,武豊,2:38.6,1.1/4,**,9-9-11-11,39.9,2.6,1,506(+6),,,,[東]鈴木伸尋,吉冨学,
12,1,1,ユキノアンビシャス,牡4,56,蛯名正義,2:38.6,ハナ,**,12-12-13-14,39.8,131.6,14,490(+2),,,,[東]新開幸一,井上基之,
13,5,10,フォースリッチ,牡6,55,野中悠太,2:39.0,2,**,6-7-10-11,40.5,132.9,15,490(+20),,,,[東]小笠倫弘,宇田豊,
14,2,4,プロヴェルビオ,牝5,52,山田敬士,2:39.7,4,**,12-12-16-16,40.5,245.3,16,452(+2),,,,[東]根本康広,成富直行,
15,4,8,カヴァレリア,牡5,57,石川裕紀,2:39.9,1.1/4,**,16-16-15-15,40.9,33.8,7,516(-8),,,,[東]竹内正洋,グリーンファーム,
16,5,9,トキメキジュピター,牡4,54,菊沢一樹,2:40.1,1,**,3-3-6-8,42.0,56.3,11,500(-13),,,,[東]浅野洋一,杉浦和也,
