着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,9,ブラックアウト,牡3,56,戸崎圭太,1:12.7,,**,5-4,38.5,3.5,2,470(-4),,,,[東]岩戸孝樹,瀬瀬賢,500.0
2,6,12,グラスボイジャー,牡3,55,木幡巧也,1:12.7,ハナ,**,3-3,38.8,10.2,4,534(+14),,,,[東]牧光二,半沢,200.0
3,7,14,アミュリオン,牡3,56,松岡正海,1:12.9,1.1/4,**,6-6,38.6,13.5,6,460(0),,,,[東]藤原辰雄,吉澤克己,130.0
4,1,2,ヴァニラシェイク,牝3,54,三浦皇成,1:13.0,クビ,**,2-2,39.3,4.4,3,466(-2),,,,[東]田中博康,程田真司,75.0
5,6,11,ヤンチャプリヒメ,牝3,54,内田博幸,1:13.1,3/4,**,8-7,38.5,19.6,7,436(-2),,,,[東]浅野洋一,田頭勇貴,50.0
6,7,13,セイウンメラビリア,牝3,54,村田一誠,1:13.5,2.1/2,**,10-10,38.6,311.1,15,472(+6),,,,[東]中舘英二,西山茂行,
7,2,4,シゲルホタルイシ,牡3,55,武藤雅,1:13.7,1.1/4,**,11-10,38.7,10.4,5,482(-2),,,,[東]水野貴広,森中蕃,
8,2,3,バシクンレッツゴー,牡3,54,菊沢一樹,1:13.8,1/2,**,15-14,38.3,131.1,12,492(0),,,,[東]高橋義博,石橋英郎,
9,5,10,エスプランデル,牡3,56,石橋脩,1:13.8,アタマ,**,1-1,40.1,2.9,1,502(+8),,,,[東]木村哲也,サンデーレーシング,
10,8,16,アイアンゾーン,牝3,54,江田照男,1:13.9,3/4,**,6-7,39.5,76.4,10,442(+2),,,,[東]南田美知,池上一馬,
11,3,5,ブラックテキーラ,牡3,56,武士沢友,1:14.1,1.1/4,**,11-12,39.0,55.2,9,502(-2),,,,[東]田島俊明,黒澤尚,
12,8,15,ブラジリアンビキニ,牝3,54,勝浦正樹,1:14.5,2.1/2,**,4-4,40.5,162.9,14,456(-2),,,,[東]高橋裕,ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス,
13,3,6,エクセルブランコ,牡3,53,山田敬士,1:14.6,クビ,**,14-14,39.3,412.9,16,454(+12),,,,[東]武藤善則,谷川正純,
14,4,8,サステイナビリティ,セ3,56,津村明秀,1:14.6,クビ,**,11-13,39.5,148.0,13,462(+2),,,,[東]高橋祥泰,ゴドルフィン,
15,4,7,コスモアドム,牡3,56,柴田大知,1:14.7,3/4,**,8-7,40.1,51.2,8,490(+4),,,,[東]畠山吉宏,ビッグレッドファーム,
16,1,1,リュウノイブキ,牡3,56,ミナリク,1:15.4,4,**,15-16,39.9,101.2,11,494(-4),,,,[東]土田稔,二口雅一,
