着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,6,クリスタロス,牡3,56,田辺裕信,1:56.7,,**,2-1-1-1,39.2,1.9,1,480(-4),,,,[東]大江原哲,吉田照哉,500.0
2,8,12,フーズサイド,牡3,56,武士沢友,1:57.3,4,**,11-11-12-9,39.0,4.0,2,462(-2),,,,[東]堀井雅広,西森鶴,200.0
3,6,9,テンプテーション,牡3,56,松岡正海,1:57.4,1/2,**,1-2-2-2,39.8,28.2,8,472(+2),,,,[東]手塚貴久,嶋田賢,130.0
4,4,4,トゥルボー,牡3,55,武藤雅,1:57.5,クビ,**,4-4-3-4,39.7,14.7,4,486(-2),,,,[東]小笠倫弘,ノースヒルズ,75.0
5,5,7,ジェイケイエース,牡3,56,内田博幸,1:57.5,ハナ,**,12-13-10-6,39.3,6.3,3,532(0),,,,[東]松永康利,小谷野次郎,50.0
6,6,8,ベルウッドヒビキ,牡3,56,黛弘人,1:57.5,クビ,**,9-9-10-8,39.3,32.9,9,482(+4),,,,[東]和田雄二,鈴木照雄,
7,1,1,シナリオライン,牡3,55,木幡巧也,1:57.9,2,**,3-3-3-3,40.2,15.4,5,502(+4),,,,[東]岩戸孝樹,小田吉男,
8,2,2,モリトシュン,牡3,56,伴啓太,1:58.5,3.1/2,**,7-6-5-5,40.5,177.9,12,476(-10),,,,[東]堀井雅広,石橋忠之,
9,8,13,ギャップオブリアル,牡3,56,津村明秀,1:58.7,1.1/2,**,12-12-8-6,40.6,23.7,7,458(-2),,,,[東]高橋祥泰,コスモヴューファーム,
10,7,10,ユイノニュータイプ,牡3,56,吉田豊,2:00.0,8,**,4-4-8-11,41.9,23.0,6,476(+2),,,,[東]尾関知人,由井健太郎,
11,4,5,ジムマシーン,牡3,54,野中悠太,2:00.0,アタマ,**,6-6-5-9,42.0,212.3,13,486(+2),,,,[東]清水英克,臼井義太郎,
12,3,3,ゼヒニオヨバズ,牡3,56,柴田大知,2:02.7,大,**,9-9-13-13,44.2,70.6,11,542(+6),,,,[東]松山将樹,サミットレーシング,
13,7,11,ハヤテジョー,牡3,56,石川裕紀,2:02.7,クビ,**,7-8-5-11,44.8,46.5,10,496(+2),,,,[東]相沢郁,河内孝夫,
