着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,16,ブリッツェンシチー,牡3,56,北村宏司,1:57.5,,**,12-12-7-4,40.1,5.9,3,528(+30),,,,[東]古賀慎明,友駿ホースクラブ,500.0
2,3,5,ヤークトボマー,牡3,56,横山典弘,1:57.7,1.1/4,**,5-5-5-4,40.4,1.6,1,460(-2),,,,[東]中川公成,西森鶴,200.0
3,5,9,ゴールデンウェル,牡3,56,田辺裕信,1:57.9,1,**,7-7-2-2,40.8,4.3,2,472(-6),,,,[東]奥村武,江馬由将,130.0
4,2,4,ラブミフォーエバー,牡3,56,大野拓弥,1:58.9,6,**,15-15-14-13,40.5,84.3,8,456(+2),,,,[東]勢司和浩,村田哲朗,75.0
5,1,1,ボヘミアラプソディ,牡3,56,内田博幸,1:59.0,3/4,**,11-9-11-10,41.1,20.7,5,472(-4),,,,[東]伊藤圭三,平井裕,50.0
6,3,6,シュブリーム,牡3,56,石橋脩,1:59.4,2.1/2,**,2-2-2-2,42.3,40.6,7,462(+2),,,,[東]大和田成,栗坂崇,
7,7,13,ノリオサン,牡3,56,江田照男,1:59.4,クビ,**,5-5-5-7,42.1,23.8,6,510(+2),,,,[東]武市康男,國分純,
8,6,11,ウシェーランケー,牡3,55,木幡巧也,1:59.7,2,**,14-14-13-10,41.5,181.9,12,426(-10),,,,[東]上原博之,瀬谷隆雄,
9,2,3,プリモスペード,牝3,52,菊沢一樹,2:00.0,1.3/4,**,1-1-1-1,43.0,19.7,4,508(-2),,,,[東]菊沢隆徳,グランド牧場,
10,1,2,ドラジェブルー,牡3,56,松岡正海,2:00.0,ハナ,**,7-7-8-8,42.3,87.2,9,478(+4),,,,[東]小西一男,吉田千津,
11,6,12,サンビンガムトン,牡3,56,田中勝春,2:00.4,2.1/2,**,10-11-11-8,42.4,87.3,10,500(+4),,,,[東]宗像義忠,加藤ステーブル,
12,4,8,アートノーブル,牝3,54,勝浦正樹,2:01.6,7,**,12-13-14-14,43.3,132.3,11,466(-6),,,,[東]本間忍,森山進,
13,4,7,ケイツールフィヤ,牝3,54,柴田善臣,2:01.7,1/2,**,2-3-2-4,44.6,360.0,16,450(+4),,,,[東]大江原哲,楠本勝美,
14,7,14,ボンマリアージュ,牝3,51,山田敬士,2:01.8,1/2,**,7-9-10-12,44.0,283.4,14,454(-6),,,,[東]池上昌和,今中俊平,
15,5,10,ラブヴィサージュ,牝3,54,津村明秀,2:06.4,大,**,15-15-16-16,47.9,194.8,13,456(-4),,,,[東]蛯名利弘,荻伏服部牧場,
16,8,15,モクソン,牡3,56,石川裕紀,2:08.3,大,**,4-4-8-15,50.6,285.2,15,504(-10),,,,[東]尾形和幸,木村廣太,
