着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,1,ウインブライト,牡5,57,松岡正海,1:45.5,,**,4-4-4-4,33.7,7.0,5,492(+2),,,,[東]畠山吉宏,ウイン,"6,279.8"
2,3,3,ラッキーライラック,牝4,53,石橋脩,1:45.5,クビ,**,2-2-2-2,34.9,8.6,6,512(+2),,,,[西]松永幹夫,サンデーレーシング,"2,522.8"
3,6,7,ステルヴィオ,牡4,57,丸山元気,1:45.5,アタマ,**,5-5-6-6,33.5,4.6,2,490(+12),,,,[東]木村哲也,サンデーレーシング,"1,611.4"
4,8,10,スワーヴリチャード,牡5,58,Ｍ．デム,1:45.7,1.1/4,**,6-6-5-4,33.8,5.6,4,524(+14),,,,[西]庄野靖志,ＮＩＣＫＳ,930.0
5,7,9,エポカドーロ,牡4,57,戸崎圭太,1:45.7,アタマ,**,3-3-3-3,34.2,5.3,3,496(+6),,,,[西]藤原英昭,ヒダカ・ブリーダーズ・ユニオン,620.0
6,5,5,ディアドラ,牝5,54,ルメール,1:46.1,2,**,8-7-7-7,33.8,2.6,1,504(+5),,,,[西]橋田満,森田藤治,
7,2,2,マルターズアポジー,牡7,56,武士沢友,1:46.3,1.1/2,**,1-1-1-1,36.4,51.1,7,534(-2),,,,[東]堀井雅広,藤田在子,
8,7,8,ハッピーグリン,牡4,55,ミナリク,1:46.4,クビ,**,9-9-9-9,33.9,85.8,8,464(+4),,,,[地]田中淳司,会田裕一,
9,8,11,マイネルサージュ,牡7,56,津村明秀,1:46.4,クビ,**,10-10-10-10,33.5,245.3,9,508(-12),,,,[東]鹿戸雄一,サラブレッドクラブ・ラフィアン,
10,4,4,シベリアンスパーブ,牡10,56,田中勝春,1:48.5,大,**,7-7-7-7,36.3,480.8,10,506(+2),,,,[東]堀井雅広,藤田在子,
11,6,6,トルークマクト,牡9,56,大野拓弥,1:49.8,8,**,11-11-11-11,35.9,516.2,11,460(-4),,,,[東]尾関知人,ミルファーム,
