着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,4,5,ホウオウトゥルース,牡3,56,大野拓弥,1:56.2,,**,1-1-1-1,37.7,9.2,5,478(-2),,,,[東]高木登,小笹芳央,500.0
2,8,14,サクラルーフェン,牡3,56,石橋脩,1:56.3,3/4,**,3-3-2-2,37.7,4.0,2,446(-2),,,,[東]尾関知人,さくらコマース,200.0
3,5,7,フクサンダーク,牡3,54,野中悠太,1:56.7,2.1/2,**,2-2-2-2,38.2,3.8,1,478(-2),,,,[東]小西一男,小沼博,130.0
4,7,11,ナムラガンマン,牡3,56,武士沢友,1:57.1,2.1/2,**,6-6-4-4,38.3,25.8,8,464(-8),,,,[東]稲垣幸雄,奈村信重,75.0
5,5,8,キャストロット,牡3,56,三浦皇成,1:57.6,3,**,8-9-9-7,38.3,5.4,4,508(+6),,,,[東]中川公成,多田賢司,50.0
6,6,10,エストレラブランコ,牡3,56,勝浦正樹,1:57.8,1.1/4,**,12-12-10-10,38.2,76.3,11,428(-2),,,,[東]松山将樹,ディアレストクラブ,
7,3,3,エベレストテソーロ,牡3,55,木幡巧也,1:58.3,3,**,10-11-10-11,38.7,17.2,6,490(-12),,,,[東]畠山吉宏,了徳寺健二ホールディングス,
8,3,4,ノリオサン,牡3,56,江田照男,1:58.3,ハナ,**,4-4-4-5,39.4,24.1,7,514(+4),,,,[東]武市康男,國分純,
9,8,13,ザメイダン,牡3,56,ミナリク,1:58.8,3,**,5-4-4-6,40.0,45.0,10,478(+4),,,,[東]新開幸一,大塚亮一,
10,4,6,エレヴァージュ,牡3,56,川田将雅,1:59.7,5,**,10-9-7-7,40.5,4.1,3,470(-2),,,,[東]木村哲也,サンデーレーシング,
11,6,9,サンビンガムトン,牡3,56,田中勝春,2:00.4,4,**,6-6-7-7,41.2,138.9,12,494(-6),,,,[東]宗像義忠,加藤ステーブル,
12,7,12,ハートリンク,牝3,51,小林凌大,2:01.1,4,**,8-6-12-12,41.4,411.1,14,444(-8),,,,[東]中野栄治,西村新一郎,
13,1,1,エコロワンダー,牡3,53,藤田菜七,2:05.8,大,**,13-13-13-13,44.2,38.0,9,464(-10),,,,[東]根本康広,原村正紀,
14,2,2,キョウエイサムソン,牡3,56,岩部純二,2:07.2,9,**,13-14-14-14,44.9,243.8,13,522(0),,,,[東]伊藤大士,田中晴夫,
