着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,11,レオアルティメット,牡4,57,江田照男,1:54.1,,**,1-1-1-1,38.7,5.3,3,542(+6),,,,[東]牧光二,レオ,750.0
2,5,9,タイキダイヤモンド,牡5,54,菅原明良,1:54.2,1/2,**,4-3-3-2,38.6,18.9,7,476(+2),,,,[東]高木登,大樹ファーム,300.0
3,6,12,カラリエーヴァ,牝4,55,宮崎北斗,1:54.2,クビ,**,2-2-2-2,38.7,18.4,6,474(0),,,,[東]中川公成,天堀忠博,190.0
4,4,7,プタハ,牡4,57,大野拓弥,1:54.8,3.1/2,**,4-5-5-4,39.0,40.7,11,530(+2),,,,[東]斎藤誠,高瀬真尚,110.0
5,1,2,ラボーナ,セ5,57,ルメール,1:54.9,1/2,**,14-14-11-11,38.2,4.2,1,538(-10),,,,[東]藤沢和雄,サンデーレーシング,75.0
6,3,6,ウイングセクション,牡4,57,ミナリク,1:54.9,クビ,**,9-8-9-8,38.6,6.3,5,490(0),,,,[東]田中剛,サンデーレーシング,
7,2,4,フジマサクイーン,牝5,52,小林凌大,1:55.0,1/2,**,6-6-6-6,39.1,211.2,15,456(-2),,,,[東]菊川正達,藤原正一,
8,7,13,マイネルツァイト,牡5,57,柴田大知,1:55.0,アタマ,**,16-14-14-13,37.9,107.8,13,510(+12),,,,[東]大和田成,サラブレッドクラブ・ラフィアン,
9,8,15,リンガスビンゴ,牝4,55,戸崎圭太,1:55.1,クビ,**,9-10-9-10,38.8,28.9,9,526(+2),,,,[東]高橋祥泰,伊藤巖,
10,4,8,ラッキーアドバンス,牡5,57,武士沢友,1:55.4,1.3/4,**,8-8-8-8,39.2,72.6,12,492(-6),,,,[東]勢司和浩,柳内正基,
11,2,3,ゴールドクロス,牡4,57,田辺裕信,1:55.4,クビ,**,7-7-6-6,39.4,4.5,2,482(-2),,,,[東]小西一男,河内孝夫,
12,3,5,シールート,セ4,57,内田博幸,1:55.9,3,**,11-11-11-12,39.2,115.9,14,492(-12),,,,[東]古賀慎明,ゴドルフィン,
13,1,1,アルセナーレ,牝6,55,三浦皇成,1:56.7,5,**,3-3-3-4,41.0,23.5,8,534(+8),,,,[東]新開幸一,ロードホースクラブ,
14,8,16,アサクサスポット,牡4,56,武藤雅,1:56.9,3/4,**,14-14-11-13,40.2,29.3,10,520(0),,,,[東]戸田博文,田原慶子,
15,5,10,ロンギングファロー,牡4,57,Ｍ．デム,1:57.4,3,**,11-12-14-15,40.4,5.9,4,480(-12),,,,[東]堀宣行,坂本浩一,
16,7,14,ペイシャスター,牝4,55,横山和生,1:57.4,クビ,**,11-12-16-16,40.0,355.4,16,478(0),,,,[東]土田稔,北所直人,
