着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,14,ロジカルガール,牝3,54,田辺裕信,1:56.7,,**,8-5-5-2,39.5,7.8,3,452(-2),,,,[東]大和田成,平川浩之,500.0
2,6,11,エフルラージュ,牝3,54,北村宏司,1:56.7,ハナ,**,3-3-3-1,39.7,4.3,2,478(-2),,,,[東]大竹正博,ノースヒルズ,200.0
3,6,12,グリグリ,牝3,54,ルメール,1:57.2,3,**,10-10-7-6,39.8,1.7,1,502(-4),,,,[東]奥村武,増田和啓,130.0
4,1,1,ニシノアメイズ,牝3,54,津村明秀,1:57.6,2.1/2,**,12-12-11-8,39.9,23.8,7,494(+8),,,,[東]松山将樹,西山茂行,75.0
5,4,7,ジュエルインザサン,牝3,54,ブロンデ,1:57.6,クビ,**,5-5-6-6,40.3,15.5,5,480(+8),,,,[東]和田正一,シルクレーシング,50.0
6,3,5,タイコ,牝3,54,柴田大知,1:58.5,5,**,16-16-7-8,41.0,298.9,16,520(0),,,,[東]黒岩陽一,ゴドルフィン,
7,7,13,ボニーソックス,牝3,54,丸山元気,1:58.6,1/2,**,4-4-3-2,41.5,10.0,4,446(-2),,,,[東]矢野英一,落合幸弘,
8,5,10,フロンサック,牝3,54,内田博幸,1:58.6,クビ,**,14-14-12-12,40.6,129.7,12,454(-6),,,,[東]古賀慎明,村野康司,
9,2,3,アリューカス,牝3,51,山田敬士,1:58.6,ハナ,**,14-14-14-12,40.4,63.5,8,420(-8),,,,[東]竹内正洋,ヒダカファーム,
10,1,2,ジェイエルシップ,牝3,54,戸崎圭太,1:59.2,3.1/2,**,12-13-14-14,41.0,18.9,6,452(0),,,,[東]小西一男,橋元幸人,
11,5,9,コーヴ,牝3,54,伴啓太,1:59.4,1.1/2,**,8-7-10-11,41.8,179.7,15,446(-8),,,,[東]高柳瑞樹,三嶋牧場,
12,2,4,メイソフィア,牝3,54,大野拓弥,2:00.2,5,**,7-7-7-8,42.8,93.1,10,476(-12),,,,[東]勢司和浩,千明牧場,
13,8,16,スズカマリーシップ,牝3,51,木幡育也,2:00.5,2,**,2-2-2-4,43.6,67.5,9,454(0),,,,[東]伊藤圭三,永井啓弍,
14,8,15,アイアムツイテル,牝3,52,菊沢一樹,2:00.8,2,**,6-7-16-16,42.1,151.9,13,488(-10),,,,[東]奥平雅士,堀紘一,
15,3,6,エリンアクトレス,牝3,53,木幡巧也,2:01.1,1.3/4,**,1-1-1-4,44.2,111.9,11,480(0),,,,[東]清水英克,田頭勇貴,
16,4,8,アメリアヴォーグ,牝3,54,田中勝春,2:05.8,大,**,10-11-12-15,47.8,164.0,14,462(+2),,,,[東]小野次郎,志村幸彦,
