着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,4,4,ダイシンインディー,牡3,56,川田将雅,1:53.8,,**,1-1-1-1,39.3,7.5,4,528(+4),,,,[東]戸田博文,大八木信行,720.0
2,7,7,キャメロン,牡3,56,戸崎圭太,1:53.9,1/2,**,6-6-2-2,39.3,4.0,2,490(-2),,,,[西]今野貞一,川勝裕之,290.0
3,7,8,ポートロイヤル,牡3,56,大野拓弥,1:54.7,5,**,10-10-8-6,39.5,2.6,1,484(-2),,,,[東]高柳瑞樹,社台レースホース,180.0
4,5,5,カイザースクルーン,牡3,56,津村明秀,1:55.5,5,**,8-8-5-4,40.5,5.8,3,486(-10),,,,[東]相沢郁,サンデーレーシング,110.0
5,8,10,サクララージャン,牡3,56,横山典弘,1:56.1,3.1/2,**,6-3-5-4,41.1,10.4,6,486(-8),,,,[東]金成貴史,さくらコマース,72.0
6,1,1,ゴールドフレーム,牡3,56,田辺裕信,1:56.2,クビ,**,3-3-3-3,41.3,9.1,5,472(-4),,,,[東]新開幸一,外池榮一郎,
7,3,3,ポップフランセ,牡3,56,岩田康誠,1:56.3,3/4,**,5-6-8-7,41.0,13.2,7,450(-2),,,,[西]野中賢二,吉田照哉,
8,8,9,ストロングコンビ,牡3,53,大塚海渡,1:56.7,2.1/2,**,8-8-10-8,41.3,226.3,10,464(-8),,,,[東]和田雄二,西村新一郎,
9,6,6,トリヴォルテソーロ,牡3,56,三浦皇成,1:57.8,7,**,3-3-3-8,42.9,80.8,9,492(-6),,,,[東]奥平雅士,了徳寺健二ホールディングス,
10,2,2,エレガントエルフ,牡3,56,ミナリク,1:58.7,5,**,2-2-7-10,43.6,37.3,8,470(-2),,,,[東]高柳瑞樹,岡田牧雄,
