着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,6,コスモミローディア,牡3,56,津村明秀,1:35.7,,**,1-1-1,36.4,11.0,7,458(+2),,,,[東]清水英克,ビッグレッドファーム,500.0
2,3,5,アルママ,牡3,56,柴田大知,1:36.0,1.3/4,**,4-3-3,36.4,4.7,3,442(-2),,,,[東]畠山吉宏,ビッグレッドファーム,200.0
3,5,10,ショーヒデキラ,牡3,56,武豊,1:36.1,3/4,**,8-10-9,35.7,9.3,5,476(-4),,,,[東]鈴木伸尋,吉冨学,130.0
4,1,1,エスタジ,牝3,54,福永祐一,1:36.2,3/4,**,6-5-5,36.3,7.4,4,440(+10),,,,[東]木村哲也,吉田勝己,75.0
5,2,4,シセイタイガ,牡3,56,内田博幸,1:36.5,2,**,6-5-5,36.6,11.0,6,454(+6),,,,[東]高橋文雅,猪苗代勇,50.0
6,4,8,コールザチューン,牝3,54,田辺裕信,1:36.8,2,**,3-3-3,37.1,4.6,2,484(+2),,,,[東]上原博之,社台レースホース,
7,8,15,スズロザーナ,牝3,54,三浦皇成,1:37.0,1,**,14-14-11,35.9,39.8,8,422(-2),,,,[東]高橋裕,森達郎,
8,2,3,ミカエラ,牝3,54,戸崎圭太,1:37.3,1.3/4,**,14-16-14,35.8,75.6,10,410(-4),,,,[東]高橋義博,海谷幸司,
9,7,13,クリアスカイライン,牝3,54,横山和生,1:37.3,クビ,**,11-12-13,36.4,177.3,13,440(0),,,,[東]勢司和浩,Ｇ１レーシング,
10,7,14,トーセングラート,牝3,54,菅原隆一,1:37.4,クビ,**,5-5-7,37.5,60.6,9,450(+4),,,,[東]宗像義忠,島川隆哉,
11,8,16,ブラックミーティア,牡3,56,田中勝春,1:37.4,クビ,**,8-8-8,37.3,150.1,11,434(+4),,,,[東]宗像義忠,高橋文男,
12,6,12,チャーチスクエア,牝3,54,石橋脩,1:37.7,1.3/4,**,2-2-2,38.3,3.1,1,474(+10),,,,[東]古賀慎明,サンデーレーシング,
13,5,9,ミツカネラブ,牝3,53,木幡巧也,1:37.7,クビ,**,10-8-9,37.5,333.7,15,442(-2),,,,[東]天間昭一,小山田満,
14,6,11,レットハーゴー,牝3,54,大野拓弥,1:37.9,1.1/4,**,11-11-11,37.4,158.9,12,450(0),,,,[東]池上昌和,ゴドルフィン,
15,4,7,ノーブルルーナ,牝3,52,野中悠太,1:38.2,1.3/4,**,14-13-14,37.2,401.7,16,424(-4),,,,[東]粕谷昌央,吉木伸彦,
16,1,2,ブランダード,牝3,51,山田敬士,1:38.4,1.1/4,**,13-15-16,37.1,299.1,14,378(0),,,,[東]本間忍,簗詰貴彦,
