着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,10,マイネルユキツバキ,牡4,56,内田博幸,1:53.5,,**,4-4-4-4,38.5,6.3,3,528(+2),,,,[東]高木登,サラブレッドクラブ・ラフィアン,"1,100.0"
2,4,7,グッドラックサマー,牡5,55,野中悠太,1:53.6,3/4,**,2-2-3-2,38.7,15.2,7,552(0),,,,[東]尾形和幸,澤田孝之,440.0
3,7,13,パレスハングリー,牝5,52,木幡育也,1:53.8,1.1/2,**,2-1-2-2,39.1,3.7,1,486(0),,,,[東]大江原哲,西村豊,280.0
4,3,4,シベリウス,牡6,57,横山和生,1:53.9,クビ,**,13-13-13-13,37.9,173.1,14,472(-4),,,,[東]藤原辰雄,浅田次郎,170.0
5,3,5,カレンカカ,牡5,57,三浦皇成,1:53.9,ハナ,**,7-6-6-6,38.7,6.6,4,500(-6),,,,[西]安田隆行,鈴木隆司,110.0
6,2,2,リアリスト,牡6,57,津村明秀,1:53.9,クビ,**,4-4-4-4,38.9,17.7,8,500(-2),,,,[東]相沢郁,吉澤克己,
7,5,9,スパイスマジック,牡4,56,松岡正海,1:54.1,1.1/4,**,6-6-6-6,38.8,20.1,9,488(-4),,,,[東]杉浦宏昭,社台レースホース,
8,6,11,ボールドアテンプト,牝6,55,北村宏司,1:54.2,1/2,**,9-8-11-8,38.7,55.5,11,468(-2),,,,[東]古賀慎明,Ｇ１レーシング,
9,4,6,グラスブルース,牡5,56,木幡巧也,1:54.2,クビ,**,9-10-9-8,38.8,82.5,13,524(+4),,,,[東]牧光二,半沢,
10,5,8,セガールモチンモク,セ5,57,柴田大知,1:54.4,1,**,12-12-12-11,38.8,31.6,10,484(-8),,,,[東]粕谷昌央,小田切有一,
11,1,1,トーホウリーガル,牡6,57,勝浦正樹,1:54.7,1.3/4,**,11-10-6-8,39.4,58.2,12,530(+4),,,,[東]古賀史生,東豊物産,
12,2,3,ブライトリビング,牝6,55,大野拓弥,1:55.0,1.3/4,**,1-2-1-1,40.3,3.9,2,474(-4),,,,[東]久保田貴,社台レースホース,
13,8,15,ヴィジョンオブラヴ,牡4,56,戸崎圭太,1:55.9,5,**,14-14-14-14,39.0,14.6,6,488(-2),,,,[東]新開幸一,大塚亮一,
14,8,14,キングズラッシュ,牡5,57,田辺裕信,1:56.1,3/4,**,8-8-9-11,40.7,10.2,5,542(+22),,,,[東]久保田貴,諸江幸祐,
15,7,12,ボーントゥレイン,牡6,57,柴田善臣,1:57.7,10,**,15-15-15-15,40.3,332.9,15,524(+8),,,,[東]中舘英二,窪田康志,
