着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,4,ハルカノテソーロ,牡5,56,武藤雅,1:54.7,,**,14-14-9-5,37.6,44.9,9,518(-4),,,,[東]高木登,了徳寺健二ホールディングス,750.0
2,5,8,ロージズキング,牡4,56,木幡巧也,1:54.8,1/2,**,5-5-3-2,38.3,5.1,2,512(-6),,,,[東]牧光二,鈴木芳夫,300.0
3,1,1,キルロード,牡4,57,三浦皇成,1:55.1,1.3/4,**,1-1-1-1,38.8,2.5,1,502(+4),,,,[東]田村康仁,エンジェルレーシング,190.0
4,4,5,レアバード,牡4,57,田中勝春,1:55.1,クビ,**,3-3-4-4,38.5,22.2,8,536(0),,,,[東]高市圭二,田中春美,110.0
5,4,6,グログラン,牝4,55,武士沢友,1:55.2,3/4,**,5-5-6-5,38.4,110.7,11,476(-2),,,,[東]林徹,藤澤眞佐子,75.0
6,2,2,レセディラローナ,牝4,55,丸田恭介,1:55.3,クビ,**,11-10-12-11,38.1,10.1,5,510(-12),,,,[東]奥村武,下河辺牧場,
7,5,7,ディスカバー,牡5,57,戸崎圭太,1:55.3,クビ,**,8-7-9-9,38.2,10.3,6,476(-4),,,,[東]畠山吉宏,村野康司,
8,6,10,ホウオウサマンサ,牝4,52,菅原明良,1:55.8,3,**,7-7-9-11,38.7,207.9,14,440(0),,,,[東]尾形和幸,小笹芳央,
9,7,11,サクラトップスター,牡4,55,菊沢一樹,1:56.0,3/4,**,8-7-8-8,39.0,49.4,10,462(-4),,,,[東]奥平雅士,トップフェロウ,
10,8,13,ヴィーグリーズ,牡5,55,野中悠太,1:56.2,1.1/4,**,8-10-13-13,38.8,202.1,13,472(0),,,,[東]清水英克,服部牧場,
11,8,14,プロトスター,牡4,57,吉田豊,1:56.2,ハナ,**,2-2-2-2,39.8,7.6,4,488(-2),,,,[東]戸田博文,社台レースホース,
12,3,3,ヴェルトゥアル,牡4,54,藤田菜七,1:56.5,2,**,13-13-6-9,39.6,11.7,7,480(+2),,,,[東]加藤征弘,シルクレーシング,
13,7,12,ナスノカンザン,牡5,57,ミナリク,1:56.9,2.1/2,**,11-12-14-14,39.4,7.2,3,508(-4),,,,[東]小笠倫弘,那須野牧場,
14,6,9,ゴールドムーン,牝4,55,勝浦正樹,1:57.2,1.3/4,**,3-3-4-5,40.6,185.6,12,440(-4),,,,[東]浅野洋一,野口弘司,
