着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,6,ゴールデンウェル,牡3,56,Ｍ．デム,1:56.6,,**,7-7-3-2,39.8,2.7,1,470(-2),,,,[東]奥村武,江馬由将,500.0
2,2,2,エクリリストワール,牡3,56,戸崎圭太,1:56.6,クビ,**,7-7-4-2,39.3,3.8,3,534(+32),,,,[東]田中博康,鈴木剛史,200.0
3,7,9,ショウナンタイヨウ,牡3,56,内田博幸,1:57.0,2.1/2,**,2-2-1-1,40.3,11.7,5,504(+4),,,,[東]矢野英一,国本哲秀,130.0
4,7,10,ロードトゥドラゴン,牡3,56,岩田康誠,1:57.3,1.3/4,**,3-3-2-2,40.6,11.4,4,516(-12),,,,[東]戸田博文,窪田芳郎,75.0
5,1,1,スカテナート,牡3,56,大野拓弥,1:57.5,1,**,9-9-7-7,39.9,2.8,2,456(-4),,,,[東]古賀慎明,吉田安惠,50.0
6,3,3,ボーイズオブサマー,牡3,56,ミナリク,1:57.9,2.1/2,**,9-9-4-5,40.6,46.1,8,506(-6),,,,[東]天間昭一,ノルマンディーサラブレッドレーシング,
7,5,5,アービルビエント,牡3,53,山田敬士,1:58.5,3.1/2,**,12-11-12-11,39.6,252.4,11,506(+2),,,,[東]小桧山悟,柴原榮,
8,8,12,ソルダートダズル,牡3,56,勝浦正樹,1:58.6,3/4,**,3-4-4-5,41.4,228.6,10,484(-6),,,,[東]田村康仁,ディアレストクラブ,
9,8,11,ブラックテキーラ,牡3,56,武士沢友,1:59.0,2.1/2,**,11-11-10-9,40.7,137.4,9,498(-4),,,,[東]田島俊明,黒澤尚,
10,6,8,チェスナットバレー,牡3,56,蛯名正義,2:00.1,7,**,5-4-7-8,42.5,28.6,6,478(-2),,,,[東]新開幸一,大島有志生,
11,4,4,スリーサンコーズ,牡3,56,江田照男,2:00.3,1,**,5-4-9-9,42.5,38.0,7,438(-6),,,,[東]田中剛,永井商事,
12,6,7,ハグクミ,牝3,54,大庭和弥,2:05.8,大,**,1-1-11-12,47.3,275.6,12,424(-2),,,,[東]浅野洋一,北浦博樹,
